country,description,designation,points,price,province,region_1,region_2,taster_name,title,variety,winery,freq,c_freq,red,rose,white,sparkling,flavor_categories_taste_notes
France,"This is a young, fruity wine with crisp apple acidity and a slight edge of tannin. Dominated by Pinot Noir, it needs to soften and fill out to bring out. Drink from 2018.",Alliance Brut,87,35.0,Champagne,Champagne,,Roger Voss,Jean Josselin NV Alliance Brut  (Champagne),Champagne Blend,Jean Josselin,1396.0,21002.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
US,"Hay yellow in color, with a wispy shade of pink in the core, this bubbly shows aromas of lemon chiffon, sourdough toast, white peach and a touch of quinine on the nose. Lemon peel and curd show strongly on the palate, laid across a salted cracker flavor—quite delicious and refreshing at once.",Cork Jumper Brut Rosé,92,42.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,Riverbench 2014 Cork Jumper Brut Rosé Sparkling (Santa Maria Valley),Sparkling Blend,Riverbench,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Chile,"Bread and yeast notes are up front while the full-bodied palate offers adequate acidity that maintains freshness. Melon, papaya and peach flavors finish clean, but with no complexity.",Brut,85,18.0,Casablanca Valley,,,Michael Schachner,Indomita NV Brut  (Casablanca Valley),Champagne Blend,Indomita,1396.0,4217.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
US,"This brut sparkler is made from Chambourcin, a hybrid grape of uncertain parentage. Fresh figs and dates come to mind on the nose, while the linear palate is persistently citrus-driven.",Franken's French Hybrid Brut,85,32.0,Illinois,Illinois,,Alexander Peartree,Illinois Sparkling Co. NV Franken's French Hybrid Brut Sparkling (Illinois),Sparkling Blend,Illinois Sparkling Co.,2153.0,52329.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Spain,"This has a pretty light color, with dry raspberry and citrus scents. The palate is pure and elegant, with tangerine, grapefruit and nectarine flavors. This finishes longer than most, with poise and grace.",de Nit,92,26.0,Catalonia,Cava,,Michael Schachner,Raventós I Blanc 2009 de Nit Sparkling (Cava),Sparkling Blend,Raventós I Blanc,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"A beautifully drinkable rosé sparkling wine for opening now. It's soft and honeyed, with fine bubbles framing slightly sweet flavors of raspberries, cherries, brioche, vanilla and toast.",Mirabelle Brut Rosé,88,27.0,California,North Coast,North Coast,,Schramsberg NV Mirabelle Brut Rosé Sparkling (North Coast),Sparkling Blend,Schramsberg,2153.0,52329.0,0.0,0.0,0.0,1.0,other sparkling
Spain,"A bit unusual and confusing, but that's because it hails from the Rioja region. The nose is herbal and mustardy, with green aromas leading to a cidery palate of apples and spice. There's also a bit of lemon and creaminess to this cava. Hard to understand but not without its merits.",Casa Conde de Haro,86,27.0,Catalonia,Cava,,Michael Schachner,Muga NV Casa Conde de Haro Sparkling (Cava),Sparkling Blend,Muga,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Sweet and a little grassy on the nose, with lemon-lime aromas. The palate has a solid, regular, friendly feel along with sweet flavors of white nectarine, apple juice and tarragon. Perfectly quaffable, dry in feel despite being semisweet, and balanced. For the price, what's not to like? Imported",Carta Nevada Brut,86,9.0,Catalonia,Cava,,Michael Schachner,Freixenet NV Carta Nevada Brut Sparkling (Cava),Sparkling Blend,Freixenet,2153.0,5014.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
Spain,"Clean and approachable, with lemon-lime aromas leading to an easy, mildly crisp palate with lemon, lime and honeydew flavors. Sweet in accordance with standard extra dry guidelines, and also good for apéritifs and sparkling cocktails.",Cordon Negro Extra Dry,86,12.0,Catalonia,Cava,,Michael Schachner,Freixenet NV Cordon Negro Extra Dry Sparkling (Cava),Sparkling Blend,Freixenet,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Meant to showcase the producer's classic style, this is made from 74% Pinot Noir and 26% Chardonnay, the lots chosen for their fruit forwardness. Succulent peach speaks quietly around bright floral aromas, while a richer undertone of hazelnut biscotti comes into play on the smooth palate.",Classic Vintage Brut Estate Bottled,93,42.0,California,Green Valley,Sonoma,Virginie Boone,Iron Horse 2011 Classic Vintage Brut Estate Bottled Sparkling (Green Valley),Sparkling Blend,Iron Horse,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Portugal,"This youthful crisp blend of Chardonnay and Fernão Pires comes from the Lisboa region. With a light texture, plenty of acidity and a fruity aftertaste, it is a great apéritif style.",Bruto,86,18.0,Lisboa,,,Roger Voss,Adega Mãe 2015 Bruto Sparkling (Lisboa),Sparkling Blend,Adega Mãe,2153.0,4856.0,0.0,0.0,0.0,1.0,other sparkling
France,"A rich, full-bodied while also crisp wine. It has some bottle age giving an edge of toastiness to this blend of four grapes, Pinot Noir, Gamay, Chardonnay and Aligoté. There is a good orange zest tang, a steely edge and tight final acidity.",Réserve Brut,89,21.0,Burgundy,Crémant de Bourgogne,,Roger Voss,Bailly-Lapierre NV Réserve Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre,2153.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"A complex, full-bodied wine that is full of mature fruit flavors with a touch of toast to add to the attractive mix. With apple, quince and almonds well blended together, this is a finely balanced wine, that could age for a couple of years more.",Perle d'Or Brut,89,25.0,Burgundy,Crémant de Bourgogne,,Roger Voss,Louis Bouillot 2007 Perle d'Or Brut  (Crémant de Bourgogne),Champagne Blend,Louis Bouillot,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Made from Chardonnay and Pinot Gris, this bubbly is light in body and elegant, with a cloud-like lightness. The palate is high toned with flavors of oranges, limes, honey and vanilla bean. The bubbles are scoury. Drink up.",Blanc de Blancs,89,38.0,California,Napa Valley,Napa,,Mumm Napa 2008 Blanc de Blancs Sparkling (Napa Valley),Sparkling Blend,Mumm Napa,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"An unusual blend of Chardonnay, Pinot Noir, Pinot Grigio and Pinot Meunier, this bubbly is, in a word, delicious. It's ripe with oranges, pineapples, honey and vanilla, with crisp acidity and a Champagne-like sourdough leesiness.",Cuvée M,88,22.0,California,Napa Valley,Napa,,Mumm Napa NV Cuvée M Sparkling (Napa Valley),Sparkling Blend,Mumm Napa,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Intensely ripe red apple and cherry flavors abound in this fun, slightly funky sparkling wine. Fermented in the bottle but undisgorged, its delicate froth fills the mouth with a fine, soft fizz and a slightly leesy finish.",Horses Sparkling Cabernet Franc Rosé,88,23.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,Macari 2013 Horses Sparkling Cabernet Franc Rosé Sparkling (North Fork of Long Island),Sparkling Blend,Macari,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Touches of vanilla, toast and sweet biscuit waft sumptuously from this classically-styled Chardonnay-Pinot Noir sparkler. Delicate and supple in mousse, it finishes vivaciously and fresh with a streak of lemon-lime acidity.",Brut,89,29.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,Sparkling Pointe 2010 Brut  (North Fork of Long Island),Champagne Blend,Sparkling Pointe,1396.0,52329.0,0.0,0.0,0.0,1.0,other sparkling
Austria,"Great freshness and and almost grassy fruitiness join the yeasty autolytic notes. There is frothy liveliness and irrepressible fruit—red and green apple, a hint of pineapple and zesty lemon. This is one for those who prefer their sparklers full of fruit and life. Midpalate concentration makes this robust enough for food.",Brut,89,29.0,Österreichischer Sekt,,,Anne Krebiehl MW,Graf Hardegg 2010 Brut Sparkling (Österreichischer Sekt),Sparkling Blend,Graf Hardegg,2153.0,2865.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
Spain,"Toasty, oaky aromas of popcorn and modest fruits set up an elegant feeling palate with a mild but present bubble bead. Apple, nectarine and citrus flavors finish long and pure, with a dry, citrusy feel.",L'Hereu Reserva Brut,89,24.0,Spain Other,Spain,,Michael Schachner,Raventós I Blanc 2011 L'Hereu Reserva Brut Sparkling (Spain),Sparkling Blend,Raventós I Blanc,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"This is a fun discovery, a tantalizing mix of Pinot Noir and Chardonnay grown from estate vineyards in cool, acid-driven sites within the appellation ideal for sparkling. Light pink and gold in color, it celebrates the tangy flavors of pomegranate, strawberry and grapefruit against a mineral-laden backdrop and remarkable depth.",Methode Traditionelle Brut,93,42.0,California,Russian River Valley,Sonoma,Virginie Boone,Balletto 2011 Methode Traditionelle Brut Sparkling (Russian River Valley),Sparkling Blend,Balletto,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Stark acidity and vibrantly fresh apple and lemon flavors lend vitality to this traditional-method sparkling made entirely from Chardonnay. Fine, persistent bubbles build into a delicate foam on the palate. The finish is marked by a hint of earthen complexity.",Blanc de Blancs Brut Méthode Champenoise,89,30.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,Harbes Family Vineyard NV Blanc de Blancs Brut Méthode Champenoise Sparkling (North Fork of Long Island),Sparkling Blend,Harbes Family Vineyard,2153.0,52329.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Brazil,This opens with dusty dried-apple aromas. High acidity preserves its composure even though the fruit is marginal and vacillates between flavors of apple and lemony citrus.,Brut,83,31.0,Santa Catarina,,,Michael Schachner,Villaggio Grando 2011 Brut Sparkling (Santa Catarina),Sparkling Blend,Villaggio Grando,2153.0,41.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Aromatically, this is pretty good as dry apple and a pinch of green herbs work the nose. In the mouth, however, this is shear and citric, with zesty, almost sour flavors of tangerine, orange and grapefruit. The finish is similar, with thinly cut acidity causing tartness.",Gran Bach,83,11.0,Catalonia,Cava,,Michael Schachner,Codorníu NV Gran Bach Sparkling (Cava),Sparkling Blend,Codorníu,2153.0,5014.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Argentina,"The nose is yeasty with aromas of apple and hay stalks. This feels lively and citrusy, although the structure and bubble bead are weak. Flavors of briny apple and nectarine finish with a pickled flavor and juicy acidity.",Brut Methode Traditionnelle,83,20.0,Mendoza Province,Tupungato,,Michael Schachner,Domaine Jean Bousquet NV Brut Methode Traditionnelle  (Tupungato),Champagne Blend,Domaine Jean Bousquet,1396.0,3502.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Italy,"Dimension and a broad feel characterize this Extra Dry Prosecco—the added density is probably due to the small percentages of Perera and Verdiso that are blended in. You'll get aromas of stone fruit, melon, apricot and white flower. The mouthfeel is smooth and slightly sweet.",Vigneto Dirupo Extra Dry,87,23.0,Veneto,Prosecco di Valdobbiadene,,,Andreola Orsola NV Vigneto Dirupo Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Andreola Orsola,236.0,16121.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Italy,"Here's a classic Prosecco Dry with a fragrant nose and generous layers of white flower, stone fruit, peach and talc powder. The bubbling is soft and creamy and the wine offers light sweetness on the close.",Dry,87,15.0,Veneto,Prosecco di Valdobbiadene,,,Bellussi NV Dry  (Prosecco di Valdobbiadene),Prosecco,Bellussi,236.0,16121.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
US,"A bit rough and scoury around the edges, but dry and crisp and elegantly constructed, with rich flavors of citrus fruits, yeasty baked dough and vanilla. Drink now.",Brut Cuvée,87,26.0,California,Carneros,Napa-Sonoma,,Domaine Carneros 2005 Brut Cuvée Sparkling (Carneros),Sparkling Blend,Domaine Carneros,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Italy,Floral and mineral tones blend nicely to create a fragrant yet polished nose. This luminous Prosecco sparkler made by vintner Maurizio Favrel delivers clean intensity and focused crispness. The mouthfeel is lean and tonic and the wine closes with a blast of citric zest.,Ruio Brut,87,20.0,Veneto,Prosecco di Valdobbiadene,,,Malibràn NV Ruio Brut  (Prosecco di Valdobbiadene),Prosecco,Malibràn,236.0,16121.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Italy,"This is a distinctive Prosecco (from the 2007 vintage) with aromas of chopped white pepper, minerals, mature lemon, stone fruit and honey. The wine showcases a sweet-versus-sour theme and ends with lively acidity. The blend sees 15% Verdiso, Perera and Bianchetta for more density and thickness.",Uvaggio Storico Dry,87,24.0,Veneto,Prosecco di Valdobbiadene,,,Val d'Oca 2007 Uvaggio Storico Dry  (Prosecco di Valdobbiadene),Prosecco,Val d'Oca,236.0,16121.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"A lightly perfumed nose of white flowers, fresh herbs and dry stone fruits sets up a round, elegant palate with no coarseness. Briny, slightly salty citrus flavors are focused and steely, while a steady, mildly salty finish is in great shape and confirms this bubbly's high level of quality and purity. Drink through 2019.",Textures'de Pedra Blanc de Negres,92,60.0,Spain Other,Spain,,Michael Schachner,Raventós I Blanc 2011 Textures'de Pedra Blanc de Negres Sparkling (Spain),Sparkling Blend,Raventós I Blanc,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Exuberant in mousse, this wine is luxurious and rich, the perfect quaff for any occasion. Made from 75% Pinot Noir and 25% Chardonnay, and aged for three years, it's bright in bolts of green apple and strawberry.",Wedding Cuvée,94,44.0,California,Green Valley,Sonoma,Virginie Boone,Iron Horse 2013 Wedding Cuvée Sparkling (Green Valley),Sparkling Blend,Iron Horse,2153.0,52329.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
US,"Made from a majority of Pinot Noir, this reserve-tier wine lives up to its label, showing a dry swath of wild strawberry and orange preserve among a creamy center of integrated acidity and depth. It's a delight with complexity and crispness working well together.",Brut Reserve Rosé,93,42.0,California,Napa County,Napa,Virginie Boone,Mumm Napa NV Brut Reserve Rosé Sparkling (Napa County),Sparkling Blend,Mumm Napa,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Italy,"Here's a fun refreshing sparkler that offers delicate scents suggesting red berry and a whiff of candied citrus zest. The lively palate offers strawberry, red currant and apple alongside tangy acidity. It finishes clean and crisp.",Rosé,89,30.0,Northeastern Italy,Trento,,Kerin O’Keefe,Altemasi NV Rosé Sparkling (Trento),Sparkling Blend,Altemasi,2153.0,16121.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Lean aromas of green fruits include notes of grass and vanilla. This feels about average, with some flatness to the palate. Dry, slightly bitter flavors of green fruits and arugula end with briny citrus.",Brut Reserva,86,15.0,Catalonia,Cava,,Michael Schachner,Mont Marçal NV Brut Reserva Sparkling (Cava),Sparkling Blend,Mont Marçal,2153.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"The producer held this wine back from release because it came from such a great ageworthy vintage—this is well worth the weight. With the wonderful richness of the 75% Pinot Noir dominating, this is a balanced wine, just hinting at toastiness, with concentrated ripe apple fruits melding into the texture of the wine.",Les Echansons,96,160.0,Champagne,Champagne,,Roger Voss,Mailly Grand Cru 2008 Les Echansons  (Champagne),Champagne Blend,Mailly Grand Cru,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"This beautiful wine, with its poise, elegance and balance, has both a steely mineral core and an outer ripe-fruit character. It has citrus, tight acidity and rich apple and green-plum flavors. The wine is still a little young and will be better from 2019.",Vintage Brut,95,80.0,Champagne,Champagne,,Roger Voss,Louis Roederer 2012 Vintage Brut  (Champagne),Champagne Blend,Louis Roederer,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Just beginning to mature, this balanced, ripe wine is complex, with bright acidity, toast and pear and green-plum fruits. It is rich, with a tight mouse that shows intensity as well as a stylish character. This is a fine wine just coming into its own but well worth aging further until 2020.",Grand Vintage Brut,95,65.0,Champagne,Champagne,,Roger Voss,Moët & Chandon 2008 Grand Vintage Brut  (Champagne),Champagne Blend,Moët & Chandon,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Italy,"Here's a lovely sparkling wine that offers a floral fragrance of white flowers and tropical fruit. The palate delivers apple, white peach and a hint of almond. It has a creamy texture and a clean, crisp finish. A classic Franciacorta.",Brut,91,29.0,Lombardy,Franciacorta,,Kerin O’Keefe,Il Mosnel NV Brut Sparkling (Franciacorta),Sparkling Blend,Il Mosnel,2153.0,16121.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"A crisp, finely balanced wine, this is packed with fresh citrus, peach-skin and green-apple flavors. It's a textured wine with layers of minerality on the palate. The acidity is just right—a fine streak that cuts through the fruitiness and gives a tight, taut finish.",La Cuvée 17 Brut,91,57.0,Champagne,Champagne,,Roger Voss,J. Dumangin Fils NV La Cuvée 17 Brut  (Champagne),Champagne Blend,J. Dumangin Fils,1396.0,21002.0,0.0,0.0,0.0,1.0,other sparkling
France,"While full and ripe in style, this wine is also quite dry. It's packed with crisp, youthful fruits, along with an intensely mineral texture that penetrates deep on the palate. Apple and lime juice pierce through the finish. Drink through 2021.",Cuvée Spéciale Brut Millesimé,91,75.0,Champagne,Champagne,,Roger Voss,Nicolas Feuillatte 2005 Cuvée Spéciale Brut Millesimé  (Champagne),Champagne Blend,Nicolas Feuillatte,1396.0,21002.0,0.0,0.0,0.0,1.0,other sparkling
France,"With vineyards in the southern vineyards of the Aube, Vincent Couche makes a rich style of Champagne. This 2002 vintage, now maturing well, is ripe—almost opulent—in character. Its peach and apricot flavors shine at the fore, extended on the palate with a brisk, nervy texture.",Millésime Brut,91,54.0,Champagne,Champagne,,Roger Voss,Vincent Couche 2002 Millésime Brut  (Champagne),Champagne Blend,Vincent Couche,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Toast and brioche aromas lead this rich, generous wine. It has considerable bottle age, meaning the youthful freshness has been replaced by a mature character. Dry in style yet quite ripe, this is a Champagne for food.",Extra Brut,91,40.0,Champagne,Champagne,,Roger Voss,Vincent Couche NV Extra Brut  (Champagne),Champagne Blend,Vincent Couche,1396.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
Spain,"White fruits, fennel and Serrano ham aromas create a sophisticated bouquet. This jabs away on the palate courtesy of citric acidity, while flavors of nectarine and citrus are good. It finishes dry and foamy.",Opus Evolutium Privat Gran Reserva Brut Nature,89,46.0,Catalonia,Cava,,Michael Schachner,Alta Alella 2009 Opus Evolutium Privat Gran Reserva Brut Nature Sparkling (Cava),Sparkling Blend,Alta Alella,2153.0,5014.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
Germany,"Despite it's cheeky, critter-wine packaging, there's a fair amount of elegance to be found in this sparkling blend of Trebbiano, Airen and Müller-Thurgau. A tad sweet, it's fresh with apple, lemon and grapefruit flavors, nuanced with a hint of toast and nut. Brisk acidity drives a pristine finish. Drink now through 2020.",Bubbles,88,17.0,Germany,,,Anna Lee C. Iijima,Dachshund NV Bubbles Sparkling (Germany),Sparkling Blend,Dachshund,2153.0,1966.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Popcorn and apple aromas ride highest on a lightly baked and toasty bouquet. This feels clean and correct, but basic. Flavors of spiced apple and melon blend with fresh celery and lettuce notes in front of a minerally lime-tinged finish.",Brut Reserva,87,14.0,Catalonia,Cava,,Michael Schachner,Mont Marçal 2011 Brut Reserva Sparkling (Cava),Sparkling Blend,Mont Marçal,2153.0,5014.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Spain,"Light apple and spice aromas are simple, straightforward and appealing. The palate shows good balance, freshness and tasty flavors of candied pineapple and orange. Finishes juicy and correct.",Selección Especial Brut,87,10.0,Catalonia,Cava,,Michael Schachner,Marques de Monistrol NV Selección Especial Brut Sparkling (Cava),Sparkling Blend,Marques de Monistrol,2153.0,5014.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
US,"A good, scoury sparkler, with nice citrus, vanilla and toast flavors and a whistle-clean finish. The bubbles are a little rough.",Brut Reserve,87,36.0,California,Napa Valley,Napa,,Mumm Napa NV Brut Reserve Sparkling (Napa Valley),Sparkling Blend,Mumm Napa,2153.0,52329.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
US,"A fine California bubbly, soft and luxurious in the finesse of its bubbles. The orange, strawberry and vanilla cream flavors are overtly sweet, making this a good partner for wedding cake.",Cuvée M,87,22.0,California,Napa Valley,Napa,,Mumm Napa NV Cuvée M Sparkling (Napa Valley),Sparkling Blend,Mumm Napa,2153.0,52329.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
France,"Interesting fruit flavors of grapefruit, orange and citrus lead the way, bolstered by lots of bubbles and firm acids. There's a fair amount of sweetness as well, nicely balanced against the powerful, bracing fruit. This wine is probably best served at the end of a meal, with a light dessert of fresh fruit.",Cuvée Prestige,87,12.0,Rhône Valley,Clairette de Die Méthode Dioise Ancestrale,,Paul Gregutt,Raymond Beck NV Cuvée Prestige  (Clairette de Die Méthode Dioise Ancestrale),Sparkling Blend,Raymond Beck,2153.0,21002.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
France,"Features very bright, almost candied, aromas of cherries and strawberries that are followed up on the palate by a creamy texture and more red fruit. There’s a slight hint of green herbs, but it’s well under control.",Premier Cru Brut Rosé,87,35.0,Champagne,Champagne,,,Nicolas Feuillatte NV Premier Cru Brut Rosé  (Champagne),Champagne Blend,Nicolas Feuillatte,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
France,"Fragrant; dusty plum and rose aromas are followed on the palate by very fruity flavors of cherries and apple skins. The fine bead and rich mousse result in a creamy mouthfeel. It’s all a bit obvious and simple, but undeniably good.",Brut Rosé,87,83.0,Champagne,Champagne,,Joe Czerwinski,Ruinart NV Brut Rosé  (Champagne),Champagne Blend,Ruinart,1396.0,21002.0,0.0,0.0,0.0,1.0,other sparkling
France,"The extremely pale copper color is reminiscent of a blanc de noirs. Aromas and flavors are yeasty and full of baking spices like clove and cinnamon, along with red apples. The only quibble is that it seems a bit sweeter and heavier than the best rosés.",Brut Rosé,86,55.0,Champagne,Champagne,,Joe Czerwinski,Louis Roederer 1994 Brut Rosé  (Champagne),Champagne Blend,Louis Roederer,1396.0,21002.0,0.0,0.0,0.0,1.0,"dry, crisp, briny, acidic"
Spain,"There’s plenty of enjoyment in this modestly priced wine, which has dusty, earthy aromas and just the slightest hint of citrus and melon. It’s very dry and faintly fruity. Has a bit of a scouring quality from high acidity, and it’s rough, but it’s exceptionally clean and brisk.",Brut,86,9.0,Catalonia,Penedès,,,Cristalino NV Brut  (Penedès),Champagne Blend,Cristalino,1396.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Bone-dry and austere, this is a wine for people who feel that fruit and sugar have no place in a sparkling wine. The aromas are of sun-baked earth and dust, with a trace of vanilla and white chocolate. All you really experience on the palate is acidity, alcohol and weight, although if you try hard you can imagine a squeeze of lime. It’s very clean.",Brut Nature Reserva de la Fami,86,17.0,Catalonia,Penedès,,,Juvé y Camps NV Brut Nature Reserva de la Fami  (Penedès),Champagne Blend,Juvé y Camps,1396.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"It’s hard to keep the Chardonnay from getting ripe in California, and so this bubbly has strong, fruity notes from the citrus and peach-accented aromas through the peachy finish. Of course there’s toast, and the rough scour of acidity. It’s quite clean and refreshing, but definitely a warm-climate sparkling wine.",Blanc de Blancs,86,22.0,California,Napa Valley,Napa,,Mumm Cuvée Napa NV Blanc de Blancs  (Napa Valley),Champagne Blend,Mumm Cuvée Napa,1396.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"A clean, lively wine with lemon-and-lime flavors and a hint of cocoa and vanilla, it’s rich and dry, with a nice scour of acidity. Turns rich and toasty on the pretty finish. It’s rough, but very well made.",Brut,86,11.0,California,California,California Other,,Thornton NV Brut  (California),Champagne Blend,Thornton,1396.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Italy,"Here’s a vigorous bubbly that impresses for the strength of its acidity and its fine cleanliness. The aroma is shy, even austere, just faintly suggesting diluted lime in water, and the flavors, also austere, are of lime. The wine asserts itself through power. It finishes rough and scoury, yet there’s something easy to like about it.",Brut,86,11.0,Northeastern Italy,Trento,,,Rotari NV Brut  (Trento),Champagne Blend,Rotari,1396.0,16121.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"From one of California’s coolest growing regions, the grapes nonetheless achieved the ripeness of white peaches, lending those notes to the aromas and flavors. It’s very clean and refreshing. There’s a nice toastiness that carries through to the finish, which is slightly sweet and bitter. To be released Spring 2001.",Blanc de Blancs,86,30.0,California,Anderson Valley,,,Handley 1995 Blanc de Blancs  (Anderson Valley),Champagne Blend,Handley,1396.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
US,"Full-throttle lime, peach and strawberry aromas come through on the nose, with a trace of toast. It drinks as fruity as it smells. There’s some pretty toast and good acidity, and it finishes fruity and a little sweet.",Brut,86,17.0,California,Sonoma County,Sonoma,,Gloria Ferrer NV Brut  (Sonoma County),Champagne Blend,Gloria Ferrer,1396.0,52329.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
Spain,"A pleasant, softly fruity bubbly with a tad more sweetness than you’d think from “Extra Dry.” It has some pretty flavors of apple juice with a dash of lime. Crisp acidity and fine, distinct bubbles keep things lively and fresh with this very clean crowd-pleaser of a wine.",Cordon Negro Extra Dry,85,8.0,Catalonia,Penedès,,,Freixenet NV Cordon Negro Extra Dry  (Penedès),Champagne Blend,Freixenet,1396.0,5014.0,0.0,0.0,0.0,1.0,"sweet, modest, fruity"
France,"There’s a distinct and unmistakable scent of rotten eggs in this wine, which usually indicates excessive amounts of sulfur were used during bottling. Apart from that we have a rough and tumble, rustic style with big fruit and a yeasty, chewy finish.",Chardonnay Premier Cru Brut,85,39.0,Champagne,Champagne,,Paul Gregutt,Montaudon NV Chardonnay Premier Cru Brut  (Champagne),Champagne Blend,Montaudon,1396.0,21002.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"This just off-dry bubbly marches to the beat of a different drummer. The underlying aromas are of lime, but there’s something strong and earthy that suggests dust, warm tree bark, or acrid honey. That penetrating flavor follows through in the mouth, where it turns a little sweet. But crisp acidity and good bubbles keep things balanced and cheerful.",Semi-Seco Reserva,85,13.0,Catalonia,Penedès,,,Parxet NV Semi-Seco Reserva  (Penedès),Champagne Blend,Parxet,1396.0,5014.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
Spain,"Applesauce, lime and mineral aromas comprise the shy bouquet on this Cava. It feels round yet alive, with crisp apple and peach flavors. Citrus-driven acidity comes out on the finish.",Brut Reserva Made with Organic Grapes,88,19.0,Catalonia,Cava,,Michael Schachner,Marqués de Gelida 2009 Brut Reserva Made with Organic Grapes Sparkling (Cava),Sparkling Blend,Marqués de Gelida,2153.0,5014.0,0.0,0.0,0.0,1.0,other sparkling
US,"Made from 100% Chardonnay, this bubbly shows Schramsberg's ease of producing rich, clean and elegant sparkling wines. It's delicious now in vanilla, yeast, lime and Asian pear flavors, with some sweetness from the dosage, but try giving it 5–6 years in the cellar.",Blanc de Blancs Brut,91,37.0,California,Napa-Sonoma-Marin,North Coast,,Schramsberg 2009 Blanc de Blancs Brut Sparkling (Napa-Sonoma-Marin),Sparkling Blend,Schramsberg,2153.0,52329.0,0.0,0.0,0.0,1.0,"balanced, complex, moderate"
